"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"visits.flower";"seed.indv";"unique_id"
NA;NA;3;"C4";NA;0;"CHFU";1;128;4;0,01;NA;81,5;59;6726;48;27;1429;242;0;8;1;NA;NA;512;"3_C4_CHFU_NA"
NA;NA;3;"C4";NA;0;"SOAS";1;825;15;0,01;NA;81,5;59;6762;12;2;1454;242;0;8;0;NA;NA;12375;"3_C4_SOAS_NA"
NA;NA;3;"C5";NA;0;"BEMA";2;56;14;0,01;NA;81,5;60,5;6676;98;21;1622;136;2;12;2;NA;NA;784;"3_C5_BEMA_NA"
NA;NA;3;"C5";NA;0;"CETE";2;999;9;0,01;NA;81,5;60,5;6681;93;38;1605;136;2;5;4;NA;NA;8991;"3_C5_CETE_NA"
NA;NA;3;"C5";NA;0;"CHFU";4;480;15;0,01;NA;81,5;60,5;6726;48;14;1629;134;4;16;0;NA;NA;7200;"3_C5_CHFU_NA"
NA;NA;3;"C5";NA;0;"PUPA";1;345;15;0,01;NA;81,5;60,5;6684;90;32;1611;138;0;10;0;NA;NA;5175;"3_C5_PUPA_NA"
NA;NA;3;"D2";NA;0;"CETE";1;2331;21;0,01;NA;83;56;6681;93;11;1508;208;1;7;0;NA;NA;48951;"3_D2_CETE_NA"
NA;NA;3;"D2";NA;1;"LEMA";8;1044;18;1;NA;83;56;5887;887;90;1429;201;8;1;0;NA;NA;18792;"3_D2_LEMA_NA"
NA;NA;3;"D2";NA;0;"PUPA";1;506;22;0,01;NA;83;56;6684;90;8;1511;208;1;7;0;NA;NA;11132;"3_D2_PUPA_NA"
NA;NA;3;"D3";NA;0;"SCLA";2;248;8;0,01;NA;83;57,5;6736;38;7;1550;233;2;1;0;NA;NA;1984;"3_D3_SCLA_NA"
NA;NA;3;"D4";NA;0;"BEMA";1;108;27;0,01;NA;83;59;6676;98;24;1397;232;1;6;0;NA;NA;2916;"3_D4_BEMA_NA"
NA;NA;3;"D4";NA;0;"CETE";12;888;8;0,01;NA;83;59;6681;93;23;1398;221;12;5;2;NA;NA;7104;"3_D4_CETE_NA"
NA;NA;3;"D4";NA;0;"LEMA";24;580;10;0,01;NA;83;59;5887;887;222;1199;209;24;3;0;NA;NA;5800;"3_D4_LEMA_NA"
NA;NA;3;"D4";NA;2;"PUPA";3;172,5;7,5;2;NA;83;59;6684;90;18;1403;230;3;11;0;NA;NA;1293,75;"3_D4_PUPA_NA"
NA;NA;3;"D4";NA;0;"SOAS";1;275;5;0,01;NA;83;59;6762;12;3;1418;232;1;9;0;NA;NA;1375;"3_D4_SOAS_NA"
NA;NA;3;"D5";NA;0;"BEMA";3;200;50;0,01;NA;83;60,5;6676;98;24;1542;129;3;3;0;NA;NA;10000;"3_D5_BEMA_NA"
NA;NA;3;"D5";NA;0;"CETE";1;999;9;0,01;NA;83;60,5;6681;93;43;1523;132;0;8;0;NA;NA;8991;"3_D5_CETE_NA"
NA;NA;3;"D5";NA;6;"PUPA";9;3244,5;31,5;6;NA;83;60,5;6684;90;21;1545;123;9;15;4;NA;NA;102201,75;"3_D5_PUPA_NA"
NA;NA;3;"E2";NA;2;"LEMA";9;116;2;2;NA;84,5;56;5887;887;118;1427;217;9;1;0;NA;NA;232;"3_E2_LEMA_NA"
NA;NA;3;"E2";NA;1;"PUPA";6;820;20,5;1;NA;84,5;56;6684;90;5;1540;220;6;13;0;NA;NA;16810;"3_E2_PUPA_NA"
NA;NA;3;"E3";NA;0;"BEMA";1;40;10;0,01;NA;84,5;57,5;6676;98;18;1557;180;1;3;0;NA;NA;400;"3_E3_BEMA_NA"
NA;NA;3;"E3";NA;0;"CETE";5;888;8;0,01;NA;84,5;57,5;6681;93;33;1542;176;5;2;1;NA;NA;7104;"3_E3_CETE_NA"
NA;NA;3;"E3";NA;1;"LEMA";26;736;16;1;NA;84,5;57,5;5887;887;196;1379;155;26;0;1;NA;NA;11776;"3_E3_LEMA_NA"
NA;NA;3;"E3";NA;0;"SOAS";1;165;3;0,01;NA;84,5;57,5;6762;12;5;1570;180;1;9;0;NA;NA;495;"3_E3_SOAS_NA"
NA;NA;3;"E4";NA;0;"BEMA";2;344;86;0,01;NA;84,5;59;6676;98;24;1403;187;2;3;0;NA;NA;29584;"3_E4_BEMA_NA"
NA;NA;3;"E4";NA;0;"CETE";7;1110;10;0,01;NA;84,5;59;6681;93;41;1386;182;7;3;1;NA;NA;11100;"3_E4_CETE_NA"
NA;NA;3;"E4";NA;0;"PUPA";3;138;6;0,01;NA;84,5;59;6684;90;25;1402;186;3;4;0;NA;NA;828;"3_E4_PUPA_NA"
NA;NA;3;"E5";NA;0;"BEMA";2;480;120;0,01;NA;84,5;60,5;6676;98;29;1310;184;2;2;0;NA;NA;57600;"3_E5_BEMA_NA"
NA;NA;3;"E5";NA;0;"CETE";6;444;4;0,01;NA;84,5;60,5;6681;93;45;1294;180;6;4;1;NA;NA;1776;"3_E5_CETE_NA"
NA;NA;3;"E5";NA;0;"PUPA";4;506;22;0,01;NA;84,5;60,5;6684;90;34;1305;182;4;8;0;NA;NA;11132;"3_E5_PUPA_NA"
NA;NA;5;"B2";NA;0;"BEMA";8;240;60;0,01;NA;124;154;2773;178;40;637;65;8;9;0;NA;NA;14400;"5_B2_BEMA_NA"
NA;NA;5;"B2";NA;0;"CHFU";1;32;1;0,01;NA;124;154;2949;2;0;677;73;0;11;1;NA;NA;32;"5_B2_CHFU_NA"
NA;NA;5;"B2";NA;0;"LEMA";8;116;2;0,01;NA;124;154;2657;294;34;643;65;8;6;1;NA;NA;232;"5_B2_LEMA_NA"
NA;NA;5;"B3";NA;0;"BEMA";4;44;11;0,01;NA;124;155,5;2773;178;59;623;60;4;6;0;NA;NA;484;"5_B3_BEMA_NA"
NA;NA;5;"B3";NA;0;"LEMA";7;58;1;0,01;NA;124;155,5;2657;294;52;630;57;7;6;2;NA;NA;58;"5_B3_LEMA_NA"
NA;NA;5;"B3";NA;0;"PUPA";1;115;5;0,01;NA;124;155,5;2948;3;0;682;64;0;5;0;NA;NA;575;"5_B3_PUPA_NA"
NA;NA;5;"B4";NA;0;"BEMA";3;80;20;0,01;NA;124;157;2773;178;49;589;54;3;11;0;NA;NA;1600;"5_B4_BEMA_NA"
NA;NA;5;"B4";NA;0;"CETE";1;777;7;0,01;NA;124;157;2951;0;0;638;57;0;3;0;NA;NA;5439;"5_B4_CETE_NA"
NA;NA;5;"B4";NA;0;"PUPA";1;92;4;0,01;NA;124;157;2948;3;0;638;57;0;7;0;NA;NA;368;"5_B4_PUPA_NA"
NA;NA;5;"B5";NA;0;"BEMA";2;56;14;0,01;NA;124;158,5;2773;178;41;629;70;2;4;0;NA;NA;784;"5_B5_BEMA_NA"
NA;NA;5;"C2";NA;0;"BEMA";6;40;10;0,01;NA;125,5;154;2773;178;32;581;74;6;8;1;NA;NA;400;"5_C2_BEMA_NA"
NA;NA;5;"C3";NA;0;"BEMA";10;68;17;0,01;NA;125,5;155,5;2773;178;43;504;63;10;12;1;NA;NA;1156;"5_C3_BEMA_NA"
NA;NA;5;"C3";NA;0;"LEMA";10;58;1;0,01;NA;125,5;155,5;2657;294;61;486;63;10;11;0;NA;NA;58;"5_C3_LEMA_NA"
NA;NA;5;"C3";NA;0;"PUPA";1;138;6;0,01;NA;125,5;155,5;2948;3;0;547;73;0;2;0;NA;NA;828;"5_C3_PUPA_NA"
NA;NA;5;"C4";NA;0;"CHFU";1;192;6;0,01;NA;125,5;157;2949;2;0;499;67;0;5;0;NA;NA;1152;"5_C4_CHFU_NA"
NA;NA;5;"C5";NA;0;"BEMA";7;20;5;0,01;NA;125,5;158,5;2773;178;44;531;47;7;11;0;NA;NA;100;"5_C5_BEMA_NA"
NA;NA;5;"C5";NA;0;"CETE";1;499,5;4,5;0,01;NA;125,5;158,5;2951;0;0;575;54;0;5;6;NA;NA;2247,75;"5_C5_CETE_NA"
NA;NA;5;"C5";NA;0;"CHFU";1;96;3;0,01;NA;125,5;158,5;2949;2;1;574;54;0;11;0;NA;NA;288;"5_C5_CHFU_NA"
NA;NA;5;"D2";NA;0;"BEMA";3;16;4;0,01;NA;127;154;2773;178;40;589;63;3;14;0;NA;NA;64;"5_D2_BEMA_NA"
NA;NA;5;"D2";NA;0;"CETE";1;777;7;0,01;NA;127;154;2951;0;0;629;66;0;6;0;NA;NA;5439;"5_D2_CETE_NA"
NA;NA;5;"D3";NA;0;"BEMA";2;44;11;0,01;NA;127;155,5;2773;178;54;544;75;2;11;0;NA;NA;484;"5_D3_BEMA_NA"
NA;NA;5;"D3";NA;0;"LEMA";5;58;1;0,01;NA;127;155,5;2657;294;70;528;72;5;9;1;NA;NA;58;"5_D3_LEMA_NA"
NA;NA;5;"D4";NA;0;"BEMA";8;64;16;0,01;NA;127;157;2773;178;40;537;55;8;12;1;NA;NA;1024;"5_D4_BEMA_NA"
NA;NA;5;"D4";NA;0;"LEMA";5;58;1;0,01;NA;127;157;2657;294;73;504;58;5;14;0;NA;NA;58;"5_D4_LEMA_NA"
NA;NA;5;"E2";NA;0;"BEMA";6;28;7;0,01;NA;128,5;154;2773;178;35;652;46;6;4;2;NA;NA;196;"5_E2_BEMA_NA"
NA;NA;5;"E2";NA;0;"LEMA";6;58;1;0,01;NA;128,5;154;2657;294;77;610;46;6;6;2;NA;NA;58;"5_E2_LEMA_NA"
NA;NA;5;"E3";NA;0;"BEMA";6;104;26;0,01;NA;128,5;155,5;2773;178;46;587;83;6;12;1;NA;NA;2704;"5_E3_BEMA_NA"
NA;NA;5;"E3";NA;0;"CETE";1;444;4;0,01;NA;128,5;155,5;2951;0;0;633;89;0;6;0;NA;NA;1776;"5_E3_CETE_NA"
NA;NA;5;"E3";NA;0;"LEMA";13;58;1;0,01;NA;128,5;155,5;2657;294;87;546;76;13;7;0;NA;NA;58;"5_E3_LEMA_NA"
NA;NA;5;"E4";NA;0;"BEMA";6;112;28;0,01;NA;128,5;157;2773;178;39;612;102;6;11;0;NA;NA;3136;"5_E4_BEMA_NA"
NA;NA;5;"E4";NA;0;"CETE";1;444;4;0,01;NA;128,5;157;2951;0;0;651;108;0;6;0;NA;NA;1776;"5_E4_CETE_NA"
NA;NA;5;"E4";NA;0;"LEMA";12;58;1;0,01;NA;128,5;157;2657;294;102;549;96;12;15;0;NA;NA;58;"5_E4_LEMA_NA"
NA;NA;5;"E4";NA;0;"PUPA";1;69;3;0,01;NA;128,5;157;2948;3;0;651;108;0;6;0;NA;NA;207;"5_E4_PUPA_NA"
NA;NA;5;"E5";NA;0;"BEMA";1;28;7;0,01;NA;128,5;158,5;2773;178;46;604;70;0;7;1;NA;NA;196;"5_E5_BEMA_NA"
NA;NA;5;"E5";NA;0;"LEMA";10;464;8;0,01;NA;128,5;158,5;2657;294;106;544;60;10;5;0;NA;NA;3712;"5_E5_LEMA_NA"
NA;NA;6;"B5";NA;0;"PUPA";1;437;19;0,01;NA;144;160,5;3252;3;2;668;74;0;9;0;NA;NA;8303;"6_B5_PUPA_NA"
NA;NA;6;"C3";NA;0;"PUPA";1;184;8;0,01;NA;145,5;157,5;3252;3;2;759;113;1;6;0;NA;NA;1472;"6_C3_PUPA_NA"
NA;NA;7;"B2";NA;0;"BEMA";2;268;67;0,01;NA;235;289;7298;269;46;1642;138;2;10;0;NA;NA;17956;"7_B2_BEMA_NA"
NA;NA;7;"B2";NA;0;"CETE";1;222;2;0,01;NA;235;289;7147;420;37;1651;140;0;4;0;NA;NA;444;"7_B2_CETE_NA"
NA;NA;7;"B2";NA;0;"CHFU";1;128;4;0,01;NA;235;289;7455;112;22;1666;140;0;3;0;NA;NA;512;"7_B2_CHFU_NA"
NA;NA;7;"B2";NA;2;"LEMA";28;348;6;2;NA;235;289;6322;1245;252;1436;112;28;2;3;NA;NA;2088;"7_B2_LEMA_NA"
NA;NA;7;"B2";NA;0;"PUPA";1;138;6;0,01;NA;235;289;7345;222;57;1631;139;1;5;3;NA;NA;828;"7_B2_PUPA_NA"
NA;NA;7;"B2";NA;0;"SCLA";12;31;1;0,01;NA;235;289;7400;167;28;1660;128;12;5;0;NA;NA;31;"7_B2_SCLA_NA"
NA;NA;7;"B3";NA;0;"BEMA";5;320;80;0,01;NA;235;290,5;7298;269;52;1818;190;5;6;0;NA;NA;25600;"7_B3_BEMA_NA"
NA;NA;7;"B3";NA;0;"CETE";3;1776;16;0,01;NA;235;290,5;7147;420;92;1778;192;3;3;0;NA;NA;28416;"7_B3_CETE_NA"
NA;NA;7;"B3";NA;10;"LEMA";20;290;5;10;NA;235;290,5;6322;1245;293;1577;175;20;5;3;NA;NA;1450;"7_B3_LEMA_NA"
NA;NA;7;"B3";NA;0;"PUPA";22;230;10;0,01;NA;235;290,5;7345;222;32;1838;173;22;7;0;NA;NA;2300;"7_B3_PUPA_NA"
NA;NA;7;"B3";NA;0;"SCLA";3;31;1;0,01;NA;235;290,5;7400;167;34;1836;192;3;8;0;NA;NA;31;"7_B3_SCLA_NA"
NA;NA;7;"B3";NA;0;"SOAS";1;165;3;0,01;NA;235;290,5;7494;73;11;1859;195;0;11;0;NA;NA;495;"7_B3_SOAS_NA"
NA;NA;7;"B3";NA;0;"SPRU";88;960;40;0,01;NA;235;290,5;6343;1224;368;1502;107;88;1;8;NA;NA;38400;"7_B3_SPRU_NA"
NA;NA;7;"B4";NA;0;"BEMA";12;120;30;0,01;NA;235;292;7298;269;78;1874;280;12;7;0;NA;NA;3600;"7_B4_BEMA_NA"
NA;NA;7;"B4";NA;0;"CETE";39;1110;10;0,01;NA;235;292;7147;420;183;1769;253;39;5;0;NA;NA;11100;"7_B4_CETE_NA"
NA;NA;7;"B4";NA;0;"CHFU";20;32;1;0,01;NA;235;292;7455;112;10;1942;272;20;3;2;NA;NA;32;"7_B4_CHFU_NA"
NA;NA;7;"B4";NA;3;"LEMA";42;511;7;3;NA;235;292;6322;1245;285;1667;250;42;2;3;NA;NA;3577;"7_B4_LEMA_NA"
NA;NA;7;"B4";NA;0;"MESU";14;3;3;0,01;NA;235;292;6932;635;72;1880;278;14;3;5;NA;NA;9;"7_B4_MESU_NA"
NA;NA;7;"B4";NA;0;"PUPA";1;92;4;0,01;NA;235;292;7345;222;82;1870;292;0;6;0;NA;NA;368;"7_B4_PUPA_NA"
NA;NA;7;"B4";NA;0;"SCLA";3;31;1;0,01;NA;235;292;7400;167;21;1931;289;3;10;0;NA;NA;31;"7_B4_SCLA_NA"
NA;NA;7;"B4";NA;0;"SPRU";4;720;30;0,01;NA;235;292;6343;1224;414;1538;288;4;4;0;NA;NA;21600;"7_B4_SPRU_NA"
NA;NA;7;"B5";NA;0;"BEMA";8;180;45;0,01;NA;235;293,5;7298;269;104;1695;325;8;11;1;NA;NA;8100;"7_B5_BEMA_NA"
NA;NA;7;"B5";NA;0;"CETE";68;1776;16;0,01;NA;235;293,5;7147;420;199;1600;265;68;12;0;NA;NA;28416;"7_B5_CETE_NA"
NA;NA;7;"B5";NA;0;"CHFU";7;32;1;0,01;NA;235;293,5;7455;112;48;1751;326;7;8;0;NA;NA;32;"7_B5_CHFU_NA"
NA;NA;7;"B5";NA;10;"LEMA";7;39;3;10;NA;235;293,5;6322;1245;347;1452;326;7;1;3;NA;NA;117;"7_B5_LEMA_NA"
NA;NA;7;"B5";NA;0;"PUPA";5;138;6;0,01;NA;235;293,5;7345;222;101;1698;328;5;5;2;NA;NA;828;"7_B5_PUPA_NA"
NA;NA;7;"B5";NA;0;"SCLA";3;31;1;0,01;NA;235;293,5;7400;167;28;1771;330;3;12;0;NA;NA;31;"7_B5_SCLA_NA"
NA;NA;7;"B5";NA;0;"SPRU";17;1440;60;0,01;NA;235;293,5;6343;1224;231;1568;316;17;8;1;NA;NA;86400;"7_B5_SPRU_NA"
NA;NA;7;"C2";NA;0;"CETE";1;999;9;0,01;NA;236,5;289;7147;420;43;1244;205;0;3;0;NA;NA;8991;"7_C2_CETE_NA"
NA;NA;7;"C2";NA;0;"CHFU";7;128;4;0,01;NA;236,5;289;7455;112;16;1271;198;7;3;1;NA;NA;512;"7_C2_CHFU_NA"
NA;NA;7;"C2";NA;2;"LEMA";28;250;5;2;NA;236,5;289;6322;1245;207;1080;177;28;4;2;NA;NA;1250;"7_C2_LEMA_NA"
NA;NA;7;"C2";NA;0;"MESU";26;9;9;0,01;NA;236,5;289;6932;635;100;1187;179;26;3;0;NA;NA;81;"7_C2_MESU_NA"
NA;NA;7;"C2";NA;0;"PUPA";2;299;13;0,01;NA;236,5;289;7345;222;54;1233;203;2;6;0;NA;NA;3887;"7_C2_PUPA_NA"
NA;NA;7;"C2";NA;0;"SCLA";2;31;1;0,01;NA;236,5;289;7400;167;33;1254;203;2;6;2;NA;NA;31;"7_C2_SCLA_NA"
NA;NA;7;"C2";NA;0;"SOAS";1;55;1;0,01;NA;236,5;289;7494;73;11;1276;204;1;5;0;NA;NA;55;"7_C2_SOAS_NA"
NA;NA;7;"C3";NA;0;"BEMA";10;72;18;0,01;NA;236,5;290,5;7298;269;51;1519;136;10;6;0;NA;NA;1296;"7_C3_BEMA_NA"
NA;NA;7;"C3";NA;0;"CETE";7;111;1;0,01;NA;236,5;290,5;7147;420;91;1479;139;7;5;0;NA;NA;111;"7_C3_CETE_NA"
NA;NA;7;"C3";NA;0;"CHFU";1;64;2;0,01;NA;236,5;290,5;7455;112;33;1537;145;1;6;0;NA;NA;128;"7_C3_CHFU_NA"
NA;NA;7;"C3";NA;0;"MESU";4;40;40;0,01;NA;236,5;290,5;6932;635;104;1466;142;4;6;0;NA;NA;1600;"7_C3_MESU_NA"
NA;NA;7;"C3";NA;0;"PUPA";18;161;7;0,01;NA;236,5;290,5;7345;222;34;1536;128;18;3;6;NA;NA;1127;"7_C3_PUPA_NA"
NA;NA;7;"C3";NA;0;"SOAS";2;55;1;0,01;NA;236,5;290,5;7494;73;11;1559;144;2;11;0;NA;NA;55;"7_C3_SOAS_NA"
NA;NA;7;"C3";NA;0;"SPRU";14;816;34;0,01;NA;236,5;290,5;6343;1224;233;1337;132;14;9;0;NA;NA;27744;"7_C3_SPRU_NA"
NA;NA;7;"C4";NA;0;"BEMA";11;160;40;0,01;NA;236,5;292;7298;269;77;1674;144;11;5;0;NA;NA;6400;"7_C4_BEMA_NA"
NA;NA;7;"C4";NA;1;"CETE";15;0;4;1;NA;236,5;292;7147;420;187;1564;140;15;6;2;NA;NA;0;"7_C4_CETE_NA"
NA;NA;7;"C4";NA;0;"CHFU";1;32;1;0,01;NA;236,5;292;7455;112;28;1723;155;0;6;0;NA;NA;32;"7_C4_CHFU_NA"
NA;NA;7;"C4";NA;4;"LEMA";36;116;2;4;NA;236,5;292;6322;1245;308;1443;119;36;4;5;NA;NA;232;"7_C4_LEMA_NA"
NA;NA;7;"C4";NA;0;"MESU";3;27;27;0,01;NA;236,5;292;6932;635;72;1679;152;3;5;0;NA;NA;729;"7_C4_MESU_NA"
NA;NA;7;"C4";NA;0;"PUPA";3;92;4;0,01;NA;236,5;292;7345;222;66;1685;152;3;8;0;NA;NA;368;"7_C4_PUPA_NA"
NA;NA;7;"C4";NA;0;"SCLA";5;62;2;0,01;NA;236,5;292;7400;167;58;1693;150;5;3;0;NA;NA;124;"7_C4_SCLA_NA"
NA;NA;7;"C4";NA;0;"SOAS";1;55;1;0,01;NA;236,5;292;7494;73;15;1736;154;1;12;0;NA;NA;55;"7_C4_SOAS_NA"
NA;NA;7;"C5";NA;0;"BEMA";17;40;10;0,01;NA;236,5;293,5;7298;269;89;1637;137;17;8;0;NA;NA;400;"7_C5_BEMA_NA"
NA;NA;7;"C5";NA;0;"CETE";29;666;6;0,01;NA;236,5;293,5;7147;420;189;1537;125;29;5;0;NA;NA;3996;"7_C5_CETE_NA"
NA;NA;7;"C5";NA;0;"PUPA";15;92;4;0,01;NA;236,5;293,5;7345;222;67;1659;139;15;2;3;NA;NA;368;"7_C5_PUPA_NA"
NA;NA;7;"C5";NA;0;"SCLA";2;31;1;0,01;NA;236,5;293,5;7400;167;71;1655;152;2;14;0;NA;NA;31;"7_C5_SCLA_NA"
NA;NA;7;"C5";NA;0;"SPRU";12;960;40;0,01;NA;236,5;293,5;6343;1224;121;1605;142;12;3;2;NA;NA;38400;"7_C5_SPRU_NA"
NA;NA;7;"D2";NA;0;"BEMA";5;84;21;0,01;NA;238;289;7298;269;42;1392;136;5;5;0;NA;NA;1764;"7_D2_BEMA_NA"
NA;NA;7;"D2";NA;0;"CETE";1;2442;22;0,01;NA;238;289;7147;420;58;1376;140;1;6;0;NA;NA;53724;"7_D2_CETE_NA"
NA;NA;7;"D2";NA;0;"CHFU";6;96;3;0,01;NA;238;289;7455;112;29;1405;135;6;4;0;NA;NA;288;"7_D2_CHFU_NA"
NA;NA;7;"D2";NA;0;"LEMA";16;116;2;0,01;NA;238;289;6322;1245;212;1222;125;16;6;0;NA;NA;232;"7_D2_LEMA_NA"
NA;NA;7;"D2";NA;0;"MESU";14;12;12;0,01;NA;238;289;6932;635;99;1335;127;14;2;1;NA;NA;144;"7_D2_MESU_NA"
NA;NA;7;"D2";NA;0;"SCLA";6;31;1;0,01;NA;238;289;7400;167;16;1418;135;6;4;1;NA;NA;31;"7_D2_SCLA_NA"
NA;NA;7;"D2";NA;0;"SOAS";2;275;5;0,01;NA;238;289;7494;73;14;1420;139;2;6;0;NA;NA;1375;"7_D2_SOAS_NA"
NA;NA;7;"D2";NA;0;"SPRU";16;2232;93;0,01;NA;238;289;6343;1224;271;1163;125;16;8;0;NA;NA;207576;"7_D2_SPRU_NA"
NA;NA;7;"D3";NA;0;"BEMA";6;64;16;0,01;NA;238;290,5;7298;269;51;1452;190;6;5;3;NA;NA;1024;"7_D3_BEMA_NA"
NA;NA;7;"D3";NA;0;"CETE";20;666;6;0,01;NA;238;290,5;7147;420;67;1436;176;20;5;4;NA;NA;3996;"7_D3_CETE_NA"
NA;NA;7;"D3";NA;0;"CHFU";1;32;1;0,01;NA;238;290,5;7455;112;19;1484;196;0;10;0;NA;NA;32;"7_D3_CHFU_NA"
NA;NA;7;"D3";NA;0;"LEMA";40;116;2;0,01;NA;238;290,5;6322;1245;267;1236;156;40;8;1;NA;NA;232;"7_D3_LEMA_NA"
NA;NA;7;"D3";NA;0;"PUPA";6;126,5;5,5;0,01;NA;238;290,5;7345;222;44;1459;190;6;5;0;NA;NA;695,75;"7_D3_PUPA_NA"
NA;NA;7;"D3";NA;0;"SCLA";1;31;1;0,01;NA;238;290,5;7400;167;64;1439;196;0;7;0;NA;NA;31;"7_D3_SCLA_NA"
NA;NA;7;"D4";NA;0;"BEMA";6;132;33;0,01;NA;238;292;7298;269;75;1386;240;6;6;1;NA;NA;4356;"7_D4_BEMA_NA"
NA;NA;7;"D4";NA;0;"CETE";13;1665;15;0,01;NA;238;292;7147;420;109;1352;233;13;5;0;NA;NA;24975;"7_D4_CETE_NA"
NA;NA;7;"D4";NA;0;"MESU";12;13;13;0,01;NA;238;292;6932;635;138;1323;234;12;3;2;NA;NA;169;"7_D4_MESU_NA"
NA;NA;7;"D4";NA;0;"PUPA";1;184;8;0,01;NA;238;292;7345;222;60;1401;246;0;7;2;NA;NA;1472;"7_D4_PUPA_NA"
NA;NA;7;"D4";NA;0;"SCLA";45;31;1;0,01;NA;238;292;7400;167;16;1445;201;45;6;1;NA;NA;31;"7_D4_SCLA_NA"
NA;NA;7;"D4";NA;0;"SPRU";30;360;15;0,01;NA;238;292;6343;1224;149;1312;216;30;6;0;NA;NA;5400;"7_D4_SPRU_NA"
NA;NA;7;"D5";NA;0;"BEMA";13;240;60;0,01;NA;238;293,5;7298;269;89;1389;176;13;8;2;NA;NA;14400;"7_D5_BEMA_NA"
NA;NA;7;"D5";NA;0;"CETE";8;888;8;0,01;NA;238;293,5;7147;420;100;1378;181;8;1;2;NA;NA;7104;"7_D5_CETE_NA"
NA;NA;7;"D5";NA;3;"LEMA";72;174;3;3;NA;238;293,5;6322;1245;333;1145;117;72;13;0;NA;NA;522;"7_D5_LEMA_NA"
NA;NA;7;"D5";NA;0;"MESU";13;9;9;0,01;NA;238;293,5;6932;635;144;1334;176;13;6;0;NA;NA;81;"7_D5_MESU_NA"
NA;NA;7;"D5";NA;0;"PUPA";1;161;7;0,01;NA;238;293,5;7345;222;66;1412;189;0;2;1;NA;NA;1127;"7_D5_PUPA_NA"
NA;NA;7;"D5";NA;0;"SCLA";2;31;1;0,01;NA;238;293,5;7400;167;75;1403;187;2;23;0;NA;NA;31;"7_D5_SCLA_NA"
NA;NA;7;"D5";NA;0;"SPRU";19;1824;76;0,01;NA;238;293,5;6343;1224;141;1337;170;19;14;1;NA;NA;138624;"7_D5_SPRU_NA"
NA;NA;7;"E2";NA;0;"BEMA";3;104;26;0,01;NA;239,5;289;7298;269;32;1380;215;3;8;0;NA;NA;2704;"7_E2_BEMA_NA"
NA;NA;7;"E2";NA;0;"CETE";6;1221;11;0,01;NA;239,5;289;7147;420;47;1365;212;6;5;0;NA;NA;13431;"7_E2_CETE_NA"
NA;NA;7;"E2";NA;0;"CHFU";3;128;4;0,01;NA;239,5;289;7455;112;30;1382;215;3;5;0;NA;NA;512;"7_E2_CHFU_NA"
NA;NA;7;"E2";NA;0;"MESU";12;8;8;0,01;NA;239,5;289;6932;635;123;1289;206;12;3;0;NA;NA;64;"7_E2_MESU_NA"
NA;NA;7;"E2";NA;0;"PUPA";4;322;14;0,01;NA;239,5;289;7345;222;17;1395;214;4;2;1;NA;NA;4508;"7_E2_PUPA_NA"
NA;NA;7;"E2";NA;0;"SCLA";1;31;1;0,01;NA;239,5;289;7400;167;25;1387;217;1;7;0;NA;NA;31;"7_E2_SCLA_NA"
NA;NA;7;"E2";NA;0;"SOAS";2;550;10;0,01;NA;239,5;289;7494;73;17;1395;216;2;5;0;NA;NA;5500;"7_E2_SOAS_NA"
NA;NA;7;"E2";NA;0;"SPRU";68;792;33;0,01;NA;239,5;289;6343;1224;347;1065;150;68;0;7;NA;NA;26136;"7_E2_SPRU_NA"
NA;NA;7;"E3";NA;0;"BEMA";4;64;16;0,01;NA;239,5;290,5;7298;269;42;1551;171;4;7;1;NA;NA;1024;"7_E3_BEMA_NA"
NA;NA;7;"E3";NA;0;"CETE";21;2886;26;0,01;NA;239,5;290,5;7147;420;54;1539;154;21;4;2;NA;NA;75036;"7_E3_CETE_NA"
NA;NA;7;"E3";NA;0;"CHFU";1;64;2;0,01;NA;239,5;290,5;7455;112;20;1573;175;0;8;0;NA;NA;128;"7_E3_CHFU_NA"
NA;NA;7;"E3";NA;0;"LEMA";24;58;1;0,01;NA;239,5;290,5;6322;1245;279;1314;151;24;7;3;NA;NA;58;"7_E3_LEMA_NA"
NA;NA;7;"E3";NA;0;"MESU";14;16;16;0,01;NA;239,5;290,5;6932;635;139;1454;161;14;6;0;NA;NA;256;"7_E3_MESU_NA"
NA;NA;7;"E3";NA;0;"PUPA";8;184;8;0,01;NA;239,5;290,5;7345;222;30;1563;167;8;9;3;NA;NA;1472;"7_E3_PUPA_NA"
NA;NA;7;"E3";NA;0;"SOAS";2;165;3;0,01;NA;239,5;290,5;7494;73;11;1582;173;2;4;1;NA;NA;495;"7_E3_SOAS_NA"
NA;NA;7;"E3";NA;0;"SPRU";14;1440;60;0,01;NA;239,5;290,5;6343;1224;327;1266;161;14;5;1;NA;NA;86400;"7_E3_SPRU_NA"
NA;NA;7;"E4";NA;0;"BEMA";8;96;24;0,01;NA;239,5;292;7298;269;54;1539;209;8;4;0;NA;NA;2304;"7_E4_BEMA_NA"
